charger_id,source_row,station_name,owner,city,district,address,facility_major,facility_minor,connector_label,dc_combo_present,ac_slow_label,nameplate_power_kw,power_share_label,weekday_open_min,weekday_close_min,weekend_open_min,weekend_close_min,opening_hours_source,access_note,access_restriction_recorded,seoul_boundary,connector_or_power_conflict,pv5_connector_candidate,model_candidate_after_data_checks,lat,lon,charging_operator,billed_krw_per_kwh,vehicle_entry_verified,current_operational_status,review_reason,source_file
seoul_owned_개화산역 공영주차장_7,43,개화산역 공영주차장,서울시,서울특별시,강서구,"서울특별시 강서구 양천로 22 (방화동, 개화산역 공영주차장) 지상1층 진입로 직진 10M",주차시설,공영주차장,DC콤보,True,False,200,동시,0,1440,0,1440,24시간 이용가능,,False,True,False,True,True,,,,,,,DC콤보 후보. 현장 진입·가용성·요금·좌표 확인 필요,01_raw_data/charging/서울시 소유 전기차 충전소 정보.csv
seoul_owned_고척1동 마을 공영주차장_1,44,고척1동 마을 공영주차장,서울시,서울특별시,구로구,서울특별시 구로구 중앙로8길 16 지상 5층,공공시설,지자체시설,DC콤보,True,False,50,단독,0,1440,0,1440,24시간 이용가능,,False,True,False,True,True,,,,,,,DC콤보 후보. 현장 진입·가용성·요금·좌표 확인 필요,01_raw_data/charging/서울시 소유 전기차 충전소 정보.csv
seoul_owned_고척1동 마을 공영주차장_2,45,고척1동 마을 공영주차장,서울시,서울특별시,구로구,서울특별시 구로구 중앙로8길 16 지상 5층,공공시설,지자체시설,DC콤보,True,False,50,단독,0,1440,0,1440,24시간 이용가능,,False,True,False,True,True,,,,,,,DC콤보 후보. 현장 진입·가용성·요금·좌표 확인 필요,01_raw_data/charging/서울시 소유 전기차 충전소 정보.csv
seoul_owned_고척1동 마을 공영주차장_3,46,고척1동 마을 공영주차장,서울시,서울특별시,구로구,서울특별시 구로구 중앙로8길 16 지상 5층,공공시설,지자체시설,DC콤보,True,False,50,단독,0,1440,0,1440,24시간 이용가능,,False,True,False,True,True,,,,,,,DC콤보 후보. 현장 진입·가용성·요금·좌표 확인 필요,01_raw_data/charging/서울시 소유 전기차 충전소 정보.csv
seoul_owned_고척1동 마을 공영주차장_4,47,고척1동 마을 공영주차장,서울시,서울특별시,구로구,서울특별시 구로구 중앙로8길 16 지상 5층,공공시설,지자체시설,DC콤보,True,False,50,단독,0,1440,0,1440,24시간 이용가능,,False,True,False,True,True,,,,,,,DC콤보 후보. 현장 진입·가용성·요금·좌표 확인 필요,01_raw_data/charging/서울시 소유 전기차 충전소 정보.csv
seoul_owned_고척1동 마을 공영주차장_5,48,고척1동 마을 공영주차장,서울시,서울특별시,구로구,서울특별시 구로구 중앙로8길 16 지상 5층,공공시설,지자체시설,DC콤보,True,False,50,단독,0,1440,0,1440,24시간 이용가능,,False,True,False,True,True,,,,,,,DC콤보 후보. 현장 진입·가용성·요금·좌표 확인 필요,01_raw_data/charging/서울시 소유 전기차 충전소 정보.csv
seoul_owned_고척스카이돔_1,49,고척스카이돔,서울시,서울특별시,구로구,서울특별시 구로구 안양천로 545 고척스카이돔,공공시설,공공기관,DC콤보,True,False,90,동시,0,1440,0,1440,24시간 이용가능,,False,True,False,True,True,,,,,,,DC콤보 후보. 현장 진입·가용성·요금·좌표 확인 필요,01_raw_data/charging/서울시 소유 전기차 충전소 정보.csv
seoul_owned_고척스카이돔_2,50,고척스카이돔,서울시,서울특별시,구로구,서울특별시 구로구 안양천로 545 고척스카이돔,공공시설,공공기관,DC콤보,True,False,90,동시,0,1440,0,1440,24시간 이용가능,,False,True,False,True,True,,,,,,,DC콤보 후보. 현장 진입·가용성·요금·좌표 확인 필요,01_raw_data/charging/서울시 소유 전기차 충전소 정보.csv
seoul_owned_고척스카이돔_3,51,고척스카이돔,서울시,서울특별시,구로구,서울특별시 구로구 안양천로 545 고척스카이돔,공공시설,공공기관,DC콤보,True,False,90,동시,0,1440,0,1440,24시간 이용가능,,False,True,False,True,True,,,,,,,DC콤보 후보. 현장 진입·가용성·요금·좌표 확인 필요,01_raw_data/charging/서울시 소유 전기차 충전소 정보.csv
seoul_owned_고척스카이돔_4,52,고척스카이돔,서울시,서울특별시,구로구,서울특별시 구로구 안양천로 545 고척스카이돔,공공시설,공공기관,DC콤보,True,False,90,동시,0,1440,0,1440,24시간 이용가능,,False,True,False,True,True,,,,,,,DC콤보 후보. 현장 진입·가용성·요금·좌표 확인 필요,01_raw_data/charging/서울시 소유 전기차 충전소 정보.csv
seoul_owned_고척스카이돔_5,53,고척스카이돔,서울시,서울특별시,구로구,서울특별시 구로구 안양천로 545 고척스카이돔,공공시설,공공기관,DC콤보,True,False,90,동시,0,1440,0,1440,24시간 이용가능,,False,True,False,True,True,,,,,,,DC콤보 후보. 현장 진입·가용성·요금·좌표 확인 필요,01_raw_data/charging/서울시 소유 전기차 충전소 정보.csv
seoul_owned_고척스카이돔_6,54,고척스카이돔,서울시,서울특별시,구로구,서울특별시 구로구 안양천로 545 고척스카이돔,공공시설,공공기관,DC콤보,True,False,90,동시,0,1440,0,1440,24시간 이용가능,,False,True,False,True,True,,,,,,,DC콤보 후보. 현장 진입·가용성·요금·좌표 확인 필요,01_raw_data/charging/서울시 소유 전기차 충전소 정보.csv
seoul_owned_고척스카이돔_7,55,고척스카이돔,서울시,서울특별시,구로구,서울특별시 구로구 안양천로 545 고척스카이돔,공공시설,공공기관,AC완속,False,True,7,단독,0,1440,0,1440,24시간 이용가능,,False,True,False,True,True,,,,,,,AC완속 물리 커넥터 규격·현장 진입 확인 필요,01_raw_data/charging/서울시 소유 전기차 충전소 정보.csv
seoul_owned_곰달래5길 노상공영주차장_1,56,곰달래5길 노상공영주차장,서울시,서울특별시,양천구,서울특별시 양천구 곰달래로5길 17 신월프라자 앞 주차구획,주차시설,공영주차장,DC콤보,True,False,50,단독,0,1440,0,1440,24시간 이용가능,,False,True,False,True,True,,,,,,,DC콤보 후보. 현장 진입·가용성·요금·좌표 확인 필요,01_raw_data/charging/서울시 소유 전기차 충전소 정보.csv
seoul_owned_곰달래5길 노상공영주차장_2,57,곰달래5길 노상공영주차장,서울시,서울특별시,양천구,서울특별시 양천구 곰달래로5길 17 신월프라자 앞 주차구획,주차시설,공영주차장,DC콤보,True,False,50,단독,0,1440,0,1440,24시간 이용가능,,False,True,False,True,True,,,,,,,DC콤보 후보. 현장 진입·가용성·요금·좌표 확인 필요,01_raw_data/charging/서울시 소유 전기차 충전소 정보.csv
seoul_owned_공릉동 거주자주차장_1,58,공릉동 거주자주차장,서울시,서울특별시,노원구,서울특별시 노원구 동일로198길 42 53-15 구획,주차시설,일반주차장,DC콤보,True,False,50,단독,0,1440,0,1440,24시간 이용가능,,False,True,False,True,True,,,,,,,DC콤보 후보. 현장 진입·가용성·요금·좌표 확인 필요,01_raw_data/charging/서울시 소유 전기차 충전소 정보.csv
seoul_owned_관악구 노인회관 50센터_1,59,관악구 노인회관 50센터,서울시,서울특별시,관악구,서울특별시 관악구 관악로5길 95,공공시설,공공기관,DC콤보,True,False,50,단독,0,1440,0,1440,24시간 이용가능,,False,True,False,True,True,,,,,,,DC콤보 후보. 현장 진입·가용성·요금·좌표 확인 필요,01_raw_data/charging/서울시 소유 전기차 충전소 정보.csv
seoul_owned_광진구 자양동 거주자우선주차장 가로등형 충전기_1,60,광진구 자양동 거주자우선주차장 가로등형 충전기,서울시,서울특별시,광진구,서울특별시 광진구 자양번영로3길 65 (서울특별시 광진구 뚝섬로36길 39 전기차충전소),공동주택시설,아파트,DC콤보,True,False,50,단독,0,1440,0,1440,24시간 이용가능,,False,True,False,True,True,,,,,,,DC콤보 후보. 현장 진입·가용성·요금·좌표 확인 필요,01_raw_data/charging/서울시 소유 전기차 충전소 정보.csv
seoul_owned_교통공원길 공영주차장 전기차 충전소_1,61,교통공원길 공영주차장 전기차 충전소,서울시,서울특별시,송파구,서울특별시 송파구 신천동 10-2 노상공영주차장,주차시설,공영주차장,DC콤보,True,False,50,단독,0,1440,0,1440,24시간 이용가능,,False,True,False,True,True,,,,,,,DC콤보 후보. 현장 진입·가용성·요금·좌표 확인 필요,01_raw_data/charging/서울시 소유 전기차 충전소 정보.csv
seoul_owned_교통공원길 공영주차장 전기차 충전소_2,62,교통공원길 공영주차장 전기차 충전소,서울시,서울특별시,송파구,서울특별시 송파구 신천동 10-2 노상공영주차장,주차시설,공영주차장,AC완속,False,True,7,단독,0,1440,0,1440,24시간 이용가능,,False,True,False,True,True,,,,,,,AC완속 물리 커넥터 규격·현장 진입 확인 필요,01_raw_data/charging/서울시 소유 전기차 충전소 정보.csv
seoul_owned_구로2동 주택가 공영주차장_1,63,구로2동 주택가 공영주차장,서울시,서울특별시,구로구,서울특별시 구로구 구로동로42길 48-4,주차시설,공영주차장,DC콤보,True,False,50,동시,0,1440,0,1440,24시간 이용가능,,False,True,False,True,True,,,,,,,DC콤보 후보. 현장 진입·가용성·요금·좌표 확인 필요,01_raw_data/charging/서울시 소유 전기차 충전소 정보.csv
seoul_owned_구로2동 주택가 공영주차장_2,64,구로2동 주택가 공영주차장,서울시,서울특별시,구로구,서울특별시 구로구 구로동로42길 48-4,주차시설,공영주차장,DC콤보,True,False,50,동시,0,1440,0,1440,24시간 이용가능,,False,True,False,True,True,,,,,,,DC콤보 후보. 현장 진입·가용성·요금·좌표 확인 필요,01_raw_data/charging/서울시 소유 전기차 충전소 정보.csv
seoul_owned_구로2동 주택가 공영주차장_3,65,구로2동 주택가 공영주차장,서울시,서울특별시,구로구,서울특별시 구로구 구로동로42길 48-4,주차시설,공영주차장,DC콤보,True,False,50,단독,0,1440,0,1440,24시간 이용가능,,False,True,False,True,True,,,,,,,DC콤보 후보. 현장 진입·가용성·요금·좌표 확인 필요,01_raw_data/charging/서울시 소유 전기차 충전소 정보.csv
seoul_owned_구로2동 주택가 공영주차장_4,66,구로2동 주택가 공영주차장,서울시,서울특별시,구로구,서울특별시 구로구 구로동로42길 48-4,주차시설,공영주차장,DC콤보,True,False,50,동시,0,1440,0,1440,24시간 이용가능,,False,True,False,True,True,,,,,,,DC콤보 후보. 현장 진입·가용성·요금·좌표 확인 필요,01_raw_data/charging/서울시 소유 전기차 충전소 정보.csv
seoul_owned_구로2동 주택가 공영주차장_5,67,구로2동 주택가 공영주차장,서울시,서울특별시,구로구,서울특별시 구로구 구로동로42길 48-4,주차시설,공영주차장,DC콤보,True,False,50,동시,0,1440,0,1440,24시간 이용가능,,False,True,False,True,True,,,,,,,DC콤보 후보. 현장 진입·가용성·요금·좌표 확인 필요,01_raw_data/charging/서울시 소유 전기차 충전소 정보.csv
